State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Public Sponsor,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS ,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
4R03,41057,4R03-003,Dawson County,Transit,,Dawson Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,25 Justice Way Ste 2214,,598,Dawsonville,GA,30534,3454,4,https://www.dawsoncounty.org/transit,1002,EKXYK3GDEH95,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
4R06,41058,4R06-011,Brunswick Transit System Inc.,,BTS,,Rural Reporter,Rural,Private-Non-Profit Corporation,4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,5040 Main St,,113,Shallotte,NC,28470,4488,4,http://www.brunswicktransit.org,1005,LXJJBM9JJLZ3,,,,,, -   , -   , -   , 10 ,, 10 ,0,0,Tier II,,,
4R02,41060,4R02-009,City of Key West,Transportation,,Key West Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1300 White St,,1078,Key West,FL,33040,4854,4,https://www.cityofkeywest-fl.gov/347/Transportation-KWDoT,1001,WU3HVNKJNKX1, 798 ," 1,001,311 ",,,, -   , -   , -   , 11 ,, 11 ,0,0,Tier II,,,
4R03,41062,4R03-022,Hancock County,Senior Center & Transit,HCT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,12630 Broad St,,,Sparta,GA,31087,1731,4,http://hancockcountyga.gov/?page_id=3972,1002,D5RHV1XEFUV6,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
,41064,4R06-033,Moore County,Moore County Transportation Services,MCTS,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,1 Courthouse Sq,,905,Carthage,NC,28327,9814,4,https://www.moorecountync.gov/208/Transportation-Services,1005,HFNSK95FS7Z8, 698 ," 99,727 ",69517,"Pinehurst--Southern Pines, NC",," 50,319 "," 1,058.1 ", 47.6 , 9 ,, 9 ,,,Tier II,,,
4R03,41065,4R03-049,Twiggs County,Transit,TCT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,5528 Hwy 96 W,,,Jeffersonville,GA,31044,7306,4,https://www.twiggscounty.us/transit/,1002,QENFU1LJE2H1,,,,,, -   , -   , -   ,, 2 , 2 ,0,0,Tier II,,,
4R06,41066,4R06-046,Swain County Focal Point on Aging Inc,Transportation,SPT,Swain Public Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,125 Brendle St,,356,Bryson City,NC,28713,6976,4,http://swaintransit.com,1005,DU3WHXK8N4D5,,,,,, -   , -   , -   , 7 ,, 7 ,0,0,Tier II,,,
,41068,4R02-028,Flagler County,Transportation,FCPT,Flagler County Transportation,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,9/30/24,1/31/25,1769 E Moody Blvd,BLDG 2,,Bunnell,FL,32110,5991,4,https://www.flaglercounty.gov/departments/transportation,6441,G2HWL4MXLG69, 571 ," 131,439 ",22612,"Daytona Beach--Palm Coast--Port Orange, FL",," 402,126 "," 1,893.6 ", 212.4 , 18 ,, 18 ,,,Tier II,,,
4R06,41069,4R06-008,Cherokee County,Transportation,CCT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,75 Peachtree St,STE 112,,Murphy,NC,28906,2948,4,http://www.cherokeecounty-nc.gov,1005,DCEGK6HA11M5,,,,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
4R03,41074,4R03-020,Glascock County,Transit,GCT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,62 E Main St,,66,Gibson,GA,30810,3606,4,https://www.glascockcountyga.com/transit-department,1002,MZ1LSEC4V3S5,,,,,, -   , -   , -   , 2 ,, 2 ,0,0,Tier II,,,
4R01,41076,4R01-025,St. Clair County Commission,Public Transportation,SCAT,St. Clair County Public Transportation,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,165 5Th Ave,,397,Ashville,AL,35953,3238,4,https://www.stclairco.com/228/Public-Transportation,1000,JJALS9CCJLN9,,,,,, -   , -   , -   , 12 ,, 12 ,0,0,Tier II,,,
4R03,41077,4R03-047,Taylor County,Transit Authority,TCT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,7 Ivey St,,278,Butler,GA,31006,,4,https://taylorcountyga.com/departments-transit-authority.php,1002,G8B4QQNALFN1,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
4R03,41078,4R03-027,Morgan County,Public Transportation,MT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,150 E Washington St,,,Madison,GA,30650,1306,4,https://www.morganga.org/158/Public-Transportation,1002,WF67KDELLEQ9,,,,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
,41080,4R02-030,Marion County Senior Services,Transportation,,Marion Transit,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,,12/31/24,4/30/25,1101 Sw 20Th Ct,,,Ocala,FL,34471,8885,4,"www.mariontransit.org	",1001,WFX3B3Q36MM5," 1,588 "," 419,510 ",64567,"Ocala, FL",," 182,647 "," 1,460.9 ", 125.0 , 30 ,, 30 ,,,Tier II,,,
4R06,41082,4R06-017,Transp. Administration of Cleveland County. Inc,,TACC,,Rural Reporter,Rural,Private-Non-Profit Corporation,4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,952 Airport Rd,,3210,Shelby,NC,28150,3635,4,http://www.taccshelbync.com/,1005,L7MABCDECLR6,,,,,, -   , -   , -   , 18 ,, 18 ,0,0,Tier II,,,
4R04,41083,4R04-006,City of Glasgow,Public Works,GTS,Glasgow Transit System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R04,Kentucky Transportation Cabinet,,Rural General Public Transit,6/30/24,10/31/24,126 E Public Sq,,,Glasgow,KY,42141,2602,4,http://www.cityofglasgow.org/,1003,H2KWK5LGJGE3,,,,,, -   , -   , -   , 2 ,, 2 ,0,0,Tier II,,,
4R01,41084,4R01-007,Alabama Tombigbee Regional Planning Commission,Transportation,ATRC,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",4R01,Alabama Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,107 Broad St,,,Camden,AL,36726,1701,4,https://www.atrcregion6.com/rural-transportation-program/,1000,RAARKKY7D3T1,,,,,, -   , -   , -   , 15 ,, 15 ,0,0,Tier II,,,
4R03,41085,4R03-084,Haralson County,Transit Service,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,155 Van Wert St,,489,Buchanan,GA,30113,4386,4,https://www.haralsoncountyga.gov/transit-service.cfm,1002,WKMNKPCP77M5,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
,41086,4R03-091,Catoosa County,Transit,,Trans-Aid,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,800 Lafayette St,,,Ringgold,GA,30736,2319,4,http://www.catoosa.com/departments/view-all-departments/trans-aid,1002,X1Y6HMSSX3M4, 162 ," 70,000 ",15832,"Chattanooga, TN--GA",," 398,569 "," 1,366.4 ", 291.7 , 8 ,, 8 ,,,Tier II,,,
,41088,4R03-005,Forsyth County Board of Commissioners,Public Transportation,,Access Forsyth,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,12/31/24,4/30/25,110 E Main St Ste 100,,,Cumming,GA,30040,2468,4,https://www.forsythco.com/Departments-Offices/Public-Transportation/Dial-a-Ride,1002,EFALUB5NJ1N1, 225 ," 251,283 ",03817,"Atlanta, GA",," 5,100,112 "," 2,040.1 "," 2,553.0 ", 13 ,, 13 ,,,Tier II,,,
4R01,41089,4R01-002,City of Eufaula,Transit,EBTA,Eufaula Barbour Transit Authority,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,545 E Barbour St,,219,Eufaula,AL,36027,1709,4,https://www.eufaulaalabama.com/165/Eufaula-Barbour-Transit-Authority,1000,PW5DKB61MW23,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
,41090,4R04-027,"Louisville WHEELS Transportation, Inc",,,,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,4R04 - Kentucky Transportation Cabinet - agency receives 5311 through Kentucky,,6/30/24,10/31/24,1134 S Preston St,,,Louisville,KY,40203,3768,4,,1003,D629CERLKS17, 773 ," 628,594 ",51755,"Louisville/Jefferson County, KY--IN",," 974,397 "," 2,430.8 ", 400.9 , 22 ,, 22 ,,,Tier II,,,
4R02,41091,4R02-012,"Calhoun County Senior Citizens Association, Inc.",,,,Rural Reporter,Rural,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,16859 Ne Cayson St,,,Blountstown,FL,32424,2209,4,www.calhouncountyseniors.org,1001,GDV3PFVGJQ35, 365 ," 1,268,782 ",,,, -   , -   , -   , 14 ,, 14 ,0,0,Tier II,,,
,41092,4R07-007,Lowcountry Regional Transportation Authority,,LRTA,Palmetto Breeze,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,25 Benton Field Rd,,2029,Bluffton,SC,29910,8218,4,http://palmettobreezetransit.com,7329,NX5FA5DC22A3," 3,256 "," 294,590 ",08601,"Bluffton East--Hilton Head Island, SC",," 71,824 "," 1,135.7 ", 63.2 , 29 ,, 29 ,,,Tier II,,,
4R04,41094,4R04-014,Northeast KY Area Development Council,,NEAST,,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,,Rural General Public Transit,6/30/24,10/31/24,21039 W Us Highway 60,,,Olive Hill,KY,41164,8224,4,http://www.nkcaa.net/index.php/programs/,1003,YMBWW4T2S127,,,,,, -   , -   , -   , 28 ,, 28 ,0,0,Tier II,,,
4R02,41095,4R02-075,Florida Department of Transportation,rural vanpool program,,,Rural Reporter,Rural,State Government Unit or Department of Transportation,4R02,Florida Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,605 Suwannee St,,,Tallahassee,FL,32399,6544,4,https://www.commuterservices.com/marketing-resources/rural-vanpool-program/,1001,RFKGNHR7ZH37,,,,,, -   , -   , -   , 37 ,, 37 ,0,0,Tier II,,,
4R05,41096,4R05-003,Claiborne County Human Resource Agency,,CCHRA,,Rural Reporter,Rural,Private-Non-Profit Corporation,4R05,Mississippi Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,1703 Bridewell Ln,,719,Port Gibson,MS,39150,2809,4,http://www.cchra-publictransit.com/,1009,C8SQKBDWSP79,,,,,, -   , -   , -   , 25 ,, 25 ,0,0,Tier II,,,
4R04,41098,4R04-007,"Harlan County Community Action Agency, Inc.",,HCCAA,,Rural Reporter,Rural,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,,Rural General Public Transit,6/30/24,10/31/24,319 Camden St,,1556,Harlan,KY,40831,1957,4,https://harlancountycaa.com/all-project-list/transportation/,1003,VGXKAZALEMN3,,,,,, -   , -   , -   , 53 ,, 53 ,0,0,Tier II,,,
4R03,41099,4R03-073,Telfair County,Transportation,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,91 Telfair Ave,STE A,,Mcrae Helena,GA,31055,4860,4,https://dodgecountyga.com/dodge-county-transit/,1002,KRAFM1XHLZK5,,,,,, -   , -   , -   ,, 2 , 2 ,0,0,Tier II,,,
4R08,41102,4R08-011,City of Gatlinburg,Gatlinburg Mass Transit System,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R08,Tennessee Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1230 E Parkway,,5,Gatlinburg,TN,37738,5644,4,http://www.gatlinburgtrolley.org,1007,MHGBW4WWU1Q6,,,,,, -   , -   , -   , 6 ,, 6 ,0,0,Tier II,,,
4R03,41103,4R03-075,Wheeler County,Transit,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,20 W Forest Ave,,181,Alamo,GA,30411,3537,4,https://www.wheelercounty.org/,1002,TWTDS3KWWEV1,,,,,, -   , -   , -   , 2 ,, 2 ,0,0,Tier II,,,
4R03,41104,4R03-046,Talbot County,Transit,TCT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,35 W Madison St,,56,Talbotton,GA,31827,2536,4,http://www.talbotcountyga.org/content/talbot_transit.php,1002,UTQXD89GJJQ1,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
4R08,41106,4R08-009,Northwest Tennessee Human Resource Agency,,NWTHRA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,4R08,Tennessee Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,124 Weldon Dr,,,Martin,TN,38237,1308,4,https://nwtdd.org/nwthra/public-transportation-staff/,1007,K34FLEFVKCM7,,,,,, -   , -   , -   , 46 ,, 46 ,0,0,Tier II,,,
4R01,41107,4R01-004,Chilton County Commission,Transit,,Chilton County Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,500 2Nd Ave N,,1245,Clanton,AL,35045,3421,4,https://chiltoncounty.org/chilton-county-transit/,1000,DELPQQ8JJYR8,,,,,, -   , -   , -   , 10 ,, 10 ,0,0,Tier II,,,
4R03,41108,4R03-124,Lower Chattahoochee Regional Transit Authority,,LCRTA,Pataula Transit,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,4467 Us Hwy 82 W,,,Morris,GA,39867,2409,4,https://www.rivervalleyrc.org/index.php/transportation-planning/lower-chattahoochee-regional-transportation-authority,1002,C7E9NBLNR281,,,,,, -   , -   , -   ,, 17 , 17 ,0,0,Tier II,,,
4R06,41111,4R06-062,Albemarle Regional Health Services,Transportation,ICPTA,Inter-County Public Transportation Authority,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,711 Roanoke Ave,,189,Elizabeth City,NC,27909,5643,4,http://www.arhs-nc.org/services/icpta/,1005,WAAVS51PNMK3,,,,,, -   , -   , -   , 16 ,, 16 ,0,0,Tier II,,,
4R03,41112,4R03-118,Coastal Regional Commission,,CRC,Coastal Regional Coaches,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",4R03,Georgia Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1181 Coastal Dr Sw,,,Darien,GA,31305,6154,4,https://www.coastalrc.ga.gov/transportation,1002,ZRNWRFZ6NAJ1,,,,,, -   , -   , -   , 59 ,, 59 ,0,0,Tier II,,,
4R06,41113,4R06-001,Anson County,Transportation,ACTS,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,2485 Us Hwy 74 W,,672,Wadesboro,NC,28170,7555,4,http://www.co.anson.nc.us/199/Transportation,1005,SV9KCTYZCL24,,,,,, -   , -   , -   , 11 ,, 11 ,38,38,Tier II,,,
,41114,4R02-007,Nassau Council on Aging,TRANSPORTATION,,NassauTRANSIT,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,,12/31/24,4/30/25,1901 Island Walk Way,,,Fernandina Beach,FL,32034,4732,4,https://www.nassaucountycouncilonaging.org/,1001,MMWKWNHJ1793, 648 ," 101,501 ",29608,"Fernandina Beach--Yulee, FL",," 50,805 "," 1,005.0 ", 50.6 , 18 ,, 18 ,,,Tier II,,,
4R06,41115,4R06-047,Transylvania County,,TC,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,101 S Broad St,Suite 206,,Brevard,NC,28712,3729,4,http://www.transylvaniacounty.org,1005,YLN4BFCJCP39,,,,,, -   , -   , -   , 6 , 1 , 7 ,0,0,Tier II,,,
,41118,4R01-017,Birmingham Regional Paratransit Consortium,,,ClasTran,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,"40169 - Regional Planning Commission of Greater Birmingham - ALDOT provides 5311 funds, and RPCGB provides 5310 and flex funds.; 4R01 - Alabama Department of Transportation - ALDOT provides 5311 funds, and RPCGB provides 5310 and flex funds.",,9/30/24,1/31/25,2100 16Th Ave S Ste 55,,10386,Birmingham,AL,35205,5021,4,https://WWW.CLASTRAN.COM/,1000,HCFXZELGJQB3," 1,897 "," 897,759 ",07786,"Birmingham, AL",," 774,956 "," 1,521.7 ", 509.3 , 24 , 3 , 27 ,0,0,Tier II,,,
4R06,41119,4R06-019,Harnett County,Transportation,HARTS,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,455 Mckinney Pkwy,,85,Lillington,NC,27546,9336,4,http://www.harnett.org,1005,JBDCD9V41BX7,,,,,, -   , -   , -   , 14 ,, 14 ,0,0,Tier II,,,
4R04,41120,4R04-005,City of Frankfort,Public Works,FKFT,Frankfort Public Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R04,Kentucky Transportation Cabinet,,Rural General Public Transit,6/30/24,10/31/24,315 W 2Nd St,,,Frankfort,KY,40601,2636,4,https://www.transit.frankfort.ky.gov/home,1003,P3DTW5Y658G9,,,,,, -   , -   , -   , 24 ,, 24 ,0,0,Tier II,,,
4R05,41121,4R05-013,City of Natchez,Natchez Transit System,NTS,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R05,Mississippi Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,124 S Pearl St,,,Natchez,MS,39120,3467,4,http://www.natchez.ms.us/148/Regional-Transit,1009,C3KECJ5PE8N3,,,,,, -   , -   , -   , 20 ,, 20 ,0,0,Tier II,,,
4R01,41123,4R01-019,Lawrence County Aging-Rural Transit System,,,Lawrence County Commission,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,12001 Al Highway 157 Ste 1,,305,Moulton,AL,35650,1006,4,N/A,1000,C8GWYQFVG6L7,,,,,, -   , -   , -   , 12 ,, 12 ,0,0,Tier II,,,
4R06,41124,4R06-040,Richmond Interagency Transportation Inc.,,ART,Area of Richmond Transit,Rural Reporter,Rural,Private-Non-Profit Corporation,4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,181 N Bridges St,,2657,Hamlet,NC,28345,2915,4,http://www.richmondnc.com/173/Area-of-Richmond-Transit,1005,KJCQLC5RKYN4,,,,,, -   , -   , -   , 12 ,, 12 ,0,0,Tier II,,,
4R01,41125,4R01-009,Covington County,Covington Area Transit System,CATS,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,260 Hillcrest Dr,,,Andalusia,AL,36420,2570,4,https://www.covcounty.com/covington-area-transit-system-cats,1000,ZWMBV7MNKL26,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
4R06,41127,4R06-057,AppalCart,,AC,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,4R06,North Carolina Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,305 Nc Highway 105 Byp,,2357,Boone,NC,28607,7601,4,http://www.appalcart.com,1005,SFPGWFL5HLB7,,,,,, -   , -   , -   , 40 ,, 40 ,0,0,Tier II,,,
4R01,41129,4R01-030,Pike Area Transit System,Public Transportation,PATS,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,P.O. Box 549,,549,Troy,AL,36081,,4,https://www.troyal.gov/PublicTransportation,1000,CD5VTXHH3JD8,,,,,, -   , -   , -   , 7 ,, 7 ,0,0,Tier II,,,
